produtor,regiao,tecnico,num_galpao,tipo_instalacao,nutricao,area,genetica,origem,peso_pintinho_kg,data_alojamento,aves_alojadas,data_abate,aves_abatidas,vazio_dias,densidade_aves_m2,idade_media_dias,peso_abatido_kg,peso7,peso14,peso21,peso28,peso35,peso42,peso49,pct_mort7,pct_mort14,pct_mort21,pct_mort28,pct_mort35,pct_mort42,pct_mort49,racao_pre,racaoinicial,racao_cres1,racao_cres2,racao_final,racao_total,sobra_racao,peso_medio_kg,duracao_ciclo_dias,data_alojamento_ano,data_alojamento_mes,data_alojamento_dia,data_abate_ano,data_abate_mes,data_abate_dia,peso_medio_calculado_kg,racao_total_por_ave,sobra_racao_pct,ganho_peso_kg,taxa_abate,mortalidade_total_pct,predicted_peso_medio_kg
P97,Regiao_4,Tecnico_4,4,Tipo_2,N_1,2100,G_1,Origem_5,0.043,2015-11-20 00:00:00.000,27300,2016-01-11,25944,13.0,13.0,52.371,79260,0.2,0.495,0.9,1.425,2.2,2.71,2.71,0.5384615384,0.7289377289,0.9816849816,1.4249084249,1.7289377289,2.6043956043,3.9743589743,5521,25002,18022,54069,42684,145298,2320,3.055041628122109,52,2015,11,20,2016,1,11,3.055041628122109,5.322271062271062,0.015967184682514558,3.012041628122109,0.9503296703296703,3.9743589743,3.158030235723978
P212,Regiao_12,Tecnico_3,1,Tipo_2,N_3,2400,G_1,Origem_5,0.04,2015-11-21 00:00:00.000,33400,2016-01-11,32254,12.0,13.917,51.759,108330,0.188,0.5,1.015,1.635,2.28,2.28,2.28,0.4790419161,0.7634730538,0.9730538922,1.1646706586,1.3952095808,1.3952095808,1.3952095808,6546,29992,20980,90179,49158,196855,3120,3.358653190301978,51,2015,11,21,2016,1,11,3.358653190301978,5.893862275449102,0.015849229128038402,3.318653190301978,0.965688622754491,1.3952095808,3.349275684517276
P212,Regiao_12,Tecnico_3,2,Tipo_2,N_3,2400,G_1,Origem_5,0.04,2015-11-21 00:00:00.000,33400,2016-01-11,31965,12.0,13.917,51.427,107940,0.19,0.5,1.011,1.625,2.27,2.96,2.96,0.5748502994,1.1586826347,1.8233532934,2.1107784431,2.3443113772,2.7574850299,3.4341317365,6513,30002,21002,90025,44208,191750,890,3.376818395119662,51,2015,11,21,2016,1,11,3.376818395119662,5.741017964071856,0.004641460234680574,3.336818395119662,0.9570359281437125,3.4341317365,3.341280617853
P256,Regiao_1,Tecnico_7,1,Tipo_2,N_1,2250,G_3,Origem_15,0.044,2015-11-21 00:00:00.000,31600,2016-01-11,29995,15.0,14.044,51.506,95840,0.181,0.44,0.927,1.502,2.182,2.727,3.04,0.5221518987,1.0253164556,1.3639240506,1.5316455696,1.7594936708,2.2151898734,3.7215189873,6007,29995,21001,90126,25588,172717,9490,3.1951991998666442,51,2015,11,21,2016,1,11,3.1951991998666442,5.465727848101266,0.054945373066924506,3.151199199866644,0.9492088607594936,3.7215189873,3.1649131698739694
P256,Regiao_1,Tecnico_7,2,Tipo_2,N_1,2400,G_3,Origem_22,0.038,2015-11-21 00:00:00.000,32600,2016-01-12,31075,17.0,13.583,52.295,99900,0.17,0.43,0.881,1.39,2.003,2.585,3.05,0.7668711656,1.3496932515,1.6226993865,1.7822085889,1.9294478527,2.2331288343,3.4877300613,6527,30037,21086,93058,28452,179160,6630,3.2148028962188255,52,2015,11,21,2016,1,12,3.2148028962188255,5.495705521472392,0.0370060281312793,3.1768028962188257,0.9532208588957055,3.4877300613,3.2319747755238777
P85,Regiao_3,Tecnico_1,1,Tipo_1,N_3,2400,G_3,Origem_22,0.04,2015-11-21 00:00:00.000,32000,2016-01-11,30304,17.0,13.333,51.035,102990,0.17,0.452,0.958,1.536,2.113,2.825,2.825,1.8,2.55625,3.175,3.484375,4.13125,5.028125,5.690625,6548,29015,20957,86994,40609,184123,6180,3.398561246040127,51,2015,11,21,2016,1,11,3.398561246040127,5.75384375,0.03356451937020361,3.358561246040127,0.947,5.690625,3.246585324082991
P85,Regiao_3,Tecnico_1,2,Tipo_1,N_3,2400,G_1,Origem_15,0.045,2015-11-21 00:00:00.000,32100,2016-01-11,30340,15.0,13.375,51.146,103970,0.185,0.482,0.978,1.6,2.22,2.836,2.836,1.1401869158,1.7632398753,2.398753894,2.7445482866,3.3551401869,4.2959501557,5.1339563862,6021,29995,20996,90048,42603,189663,4440,3.426829268292683,51,2015,11,21,2016,1,11,3.426829268292683,5.908504672897196,0.02340994289872036,3.381829268292683,0.9451713395638629,5.1339563862,3.253287685222833
P86,Regiao_3,Tecnico_1,1,Tipo_1,N_3,2400,G_1,Origem_15,0.049,2015-11-22 00:00:00.000,32100,2016-01-12,30198,15.0,13.375,51.097,98330,0.196,0.49,0.943,1.535,2.196,2.818,3.308,1.2398753894,1.6323987538,1.9470404984,2.3115264797,2.8535825545,3.6012461059,5.1121495327,6511,29056,21011,110931,15790,183299,6850,3.2561759056891186,51,2015,11,22,2016,1,12,3.2561759056891186,5.7102492211838,0.03737063486434732,3.2071759056891187,0.9407476635514018,5.1121495327,3.247066703615897
P86,Regiao_3,Tecnico_1,2,Tipo_1,N_3,2400,G_1,Origem_15,0.045,2015-11-22 00:00:00.000,32100,2016-01-12,30450,15.0,13.375,51.325,98030,0.19,0.504,0.966,1.525,2.19,2.75,3.373,0.9034267912,1.2803738317,1.5700934579,1.906542056,2.46105919,3.3457943925,5.2492211838,6491,29854,19358,111255,18040,184998,5000,3.219376026272578,51,2015,11,22,2016,1,12,3.219376026272578,5.7631775700934575,0.027027319214261776,3.174376026272578,0.9485981308411215,5.2492211838,3.252886994265081
P118,Regiao_2,Tecnico_2,2,Tipo_2,N_1,2250,G_1,Origem_22,0.0456564417,2015-11-24 00:00:00.000,32600,2016-01-13,31524,18.0,14.489,49.927,111210,0.195,0.48,0.97,1.6,2.25,3.12,3.12,0.926380368,1.2914110429,1.4171779141,1.7024539877,2.2546012269,2.7024539877,3.5950920245,6504,30004,20995,92947,42213,192663,760,3.527788351732014,50,2015,11,24,2016,1,13,3.527788351732014,5.909907975460123,0.003944711750569647,3.482131910032014,0.9669938650306749,3.5950920245,3.3350682370341285
P118,Regiao_2,Tecnico_2,3,Tipo_2,N_1,2250,G_1,Origem_22,0.044,2015-11-24 00:00:00.000,32600,2016-01-13,31793,18.0,14.489,50.036,108710,0.175,0.465,0.93,1.58,2.215,2.97,2.97,0.8957055214,1.1963190184,1.3803680981,1.6441717791,1.9079754601,2.2546012269,2.9202453987,6496,30039,20940,90021,38957,186453,2960,3.419306136570943,50,2015,11,24,2016,1,13,3.419306136570943,5.71941717791411,0.015875314422401355,3.375306136570943,0.9752453987730061,2.9202453987,3.3207422227099275
P126,Regiao_2,Tecnico_2,1,Tipo_2,N_1,2250,G_3,Origem_22,0.047,2015-11-24 00:00:00.000,32600,2016-01-13,30786,17.0,14.489,50.375,101170,0.187,0.443,0.94,1.58,2.18,2.89,2.89,2.8159509202,3.1411042944,3.3312883435,3.5521472392,4.0736196319,4.4846625766,5.2699386503,6523,30034,21064,93094,29559,180274,2740,3.2862340024686545,50,2015,11,24,2016,1,13,3.2862340024686545,5.529877300613497,0.015199085836005191,3.2392340024686543,0.944355828220859,5.2699386503,3.3105822526822375
P126,Regiao_2,Tecnico_2,2,Tipo_2,N_1,2250,G_1,Origem_22,0.047,2015-11-24 00:00:00.000,32600,2016-01-13,31496,17.0,14.489,50.272,107730,0.17,0.46,0.95,1.55,2.23,2.97,2.97,1.6472392638,1.990797546,2.1687116564,2.3834355828,2.7883435582,3.0644171779,3.4754601226,6508,30077,21101,90169,40457,188312,0,3.420434340868682,50,2015,11,24,2016,1,13,3.420434340868682,5.776441717791411,0.0,3.3734343408686818,0.9661349693251534,3.4754601226,3.3394958191999393
P65,Regiao_11,Tecnico_3,1,Tipo_2,N_3,2400,G_1,Origem_5,0.04,2015-11-24 00:00:00.000,33000,2016-01-13,31970,14.0,13.75,50.736,107390,0.188,0.47,0.971,1.605,2.25,2.25,2.25,1.0151515151,1.4545454545,1.803030303,2.1424242424,2.5212121212,2.5212121212,2.5212121212,6546,29716,21049,90202,41104,188617,15014,3.3590866437284954,50,2015,11,24,2016,1,13,3.3590866437284954,5.7156666666666665,0.07960046019181728,3.3190866437284954,0.9687878787878788,2.5212121212,3.231707825049365
P65,Regiao_11,Tecnico_3,2,Tipo_2,N_3,2400,G_1,Origem_5,0.037,2015-11-24 00:00:00.000,33000,2016-01-14,32106,14.0,13.75,51.361,106230,0.19,0.472,0.968,1.585,2.16,2.16,2.16,1.0242424242,1.5242424242,1.8636363636,2.1969696969,2.4939393939,2.4939393939,2.4939393939,6508,29991,21238,90089,39094,186920,15485,3.3087273406839843,51,2015,11,24,2016,1,14,3.3087273406839843,5.664242424242424,0.08284292745559597,3.2717273406839844,0.972909090909091,2.4939393939,3.228759389495187
P65,Regiao_11,Tecnico_3,3,Tipo_2,N_3,2400,G_1,Origem_13,0.041,2015-11-24 00:00:00.000,32926,2016-01-12,31644,14.0,13.719,50.032,106210,0.19,0.49,1.011,1.59,2.31,2.92,2.92,1.0052845775,1.4760371742,1.9923464739,2.2656866913,2.7516248557,3.1039300249,3.4957176699,6491,29745,21003,90168,38013,185420,1050,3.356402477562887,49,2015,11,24,2016,1,12,3.356402477562887,5.631415902326429,0.005662819544817172,3.315402477562887,0.9610642045799672,3.4957176699,3.3721298419183228
P65,Regiao_11,Tecnico_3,4,Tipo_2,N_3,2400,G_1,Origem_13,0.042,2015-11-24 00:00:00.000,32926,2016-01-13,31368,14.0,13.719,50.832,104940,0.19,0.495,1.019,1.6,2.29,2.902,2.902,1.0143959181,1.5458907853,2.010569155,2.3233918483,2.8245155803,3.0735588896,3.6657960274,6526,29745,21001,90020,40039,187331,0,3.3454475899005356,50,2015,11,24,2016,1,13,3.3454475899005356,5.689455141833202,0.0,3.3034475899005358,0.9526817712446092,3.6657960274,3.376625641332247
P110,Regiao_5,Tecnico_5,1,Tipo_2,N_1,1080,G_1,Origem_5,0.042,2015-11-25 00:00:00.000,13300,2016-01-14,12859,14.0,12.315,50.433,37290,0.18,0.48,0.96,1.41,1.41,2.7,2.7,0.7744360902,0.8721804511,0.962406015,1.0601503759,1.2932330827,1.5639097744,1.8947368421,2512,11995,9037,30010,14563,68117,0,2.8999144568006843,50,2015,11,25,2016,1,14,2.8999144568006843,5.1215789473684215,0.0,2.8579144568006845,0.966842105263158,1.8947368421,3.1327115568363335
P110,Regiao_5,Tecnico_5,2,Tipo_2,N_1,1080,G_1,Origem_5,0.042,2015-11-25 00:00:00.000,13300,2016-01-13,12940,12.0,12.315,49.348,38060,0.17,0.51,0.92,1.46,1.46,2.39,2.39,3.3383458646,3.4360902255,3.4887218045,3.6541353383,3.6541353383,4.1052631578,4.1052631578,2513,12011,9020,30009,15550,69103,0,2.9412673879443587,49,2015,11,25,2016,1,13,2.9412673879443587,5.195714285714286,0.0,2.899267387944359,0.9729323308270676,4.1052631578,3.1466230522807037
P151,Regiao_2,Tecnico_2,1,Tipo_1,N_1,2175,G_1,Origem_15,0.038,2015-11-25 00:00:00.000,27500,2016-01-14,26350,14.0,12.644,50.592,78850,0.16,0.459,0.85,1.4,2.061,2.56,2.56,1.0072727272,1.4981818181,1.6581818181,1.8145454545,1.9163636363,2.1127272727,2.5418181818,5495,25053,18003,60034,37539,146124,0,2.9924098671726753,50,2015,11,25,2016,1,14,2.9924098671726753,5.3136,0.0,2.9544098671726755,0.9581818181818181,2.5418181818,3.104969533698484
P151,Regiao_2,Tecnico_2,2,Tipo_1,N_1,2175,G_3,Origem_15,0.035,2015-11-25 00:00:00.000,27500,2016-01-14,26575,14.0,12.644,50.761,77270,0.168,0.418,0.844,1.42,1.904,2.429,2.429,1.8618181818,2.6545454545,2.96,3.1309090909,3.2472727272,3.6036363636,4.2472727272,5494,24016,17979,60034,33222,140745,890,2.9076199435559738,50,2015,11,25,2016,1,14,2.9076199435559738,5.118,0.006323492841664002,2.8726199435559736,0.9663636363636363,4.2472727272,3.0656989893869575
P241,Regiao_2,Tecnico_5,3,Tipo_2,N_3,1440,G_1,Origem_15,0.04,2015-11-25 00:00:00.000,19900,2016-01-15,19348,14.0,13.819,51.78,61690,0.16,0.43,0.895,1.47,2.08,2.65,3.29,0.5628140703,0.7989949748,0.944723618,1.0854271356,1.3015075376,1.5728643216,1.9246231155,3789,17998,14020,48052,26183,110042,810,3.188443249948315,51,2015,11,25,2016,1,15,3.188443249948315,5.529748743718593,0.007360825866487342,3.148443249948315,0.9722613065326633,1.9246231155,3.164605236525589
P241,Regiao_2,Tecnico_5,4,Tipo_2,N_3,1920,G_1,Origem_15,0.044,2015-11-25 00:00:00.000,25500,2016-01-15,24285,14.0,13.281,51.568,79480,0.155,0.45,0.94,1.49,2.2,2.86,3.3,0.4235294117,0.631372549,0.9764705882,1.156862745,1.4588235294,1.9764705882,4.0196078431,4994,24006,15018,69139,32871,146028,6100,3.272802141239448,51,2015,11,25,2016,1,15,3.272802141239448,5.726588235294118,0.041772810693839535,3.228802141239448,0.9523529411764706,4.0196078431,3.0917915950187282
P256,Regiao_1,Tecnico_1,3,Tipo_2,N_1,2100,G_1,Origem_22,0.0,2015-11-25 00:00:00.000,28400,2016-01-14,26900,14.0,13.524,50.49,83760,0.184,0.399,0.77,1.255,1.715,2.69,2.69,1.8732394366,2.2957746478,2.6549295774,2.940140845,4.1302816901,5.0457746478,6.6514084507,5798,27019,17999,72064,32007,154887,4980,3.1137546468401487,50,2015,11,25,2016,1,14,3.1137546468401487,5.453767605633803,0.032152472447655386,3.1137546468401487,0.9471830985915493,6.6514084507,3.10292245103377
P330,Regiao_3,Tecnico_3,1,Tipo_2,N_1,2400,G_2,Origem_5,0.046,2015-11-25 00:00:00.000,33300,2016-01-14,32001,15.0,13.875,50.013,102710,0.19,0.495,0.97,1.54,1.54,1.54,1.54,1.8618618618,2.3483483483,2.5525525525,2.7627627627,2.7627627627,2.7627627627,2.7627627627,6505,30028,21054,90146,35883,183616,4130,3.2095872003999877,50,2015,11,25,2016,1,14,3.2095872003999877,5.513993993993994,0.022492593238062044,3.163587200399988,0.960990990990991,2.7627627627,3.1898461302467855
P330,Regiao_3,Tecnico_3,2,Tipo_2,N_1,2400,G_2,Origem_5,0.046,2015-11-25 00:00:00.000,33300,2016-01-15,32158,15.0,13.875,51.054,106160,0.189,0.49,0.95,1.677,1.677,1.677,1.677,1.6366366366,2.042042042,2.2972972972,2.4714714714,2.4714714714,2.4714714714,2.4714714714,6506,29975,21033,90019,43208,190741,0,3.301200323403197,51,2015,11,25,2016,1,15,3.301200323403197,5.727957957957958,0.0,3.255200323403197,0.9657057057057057,2.4714714714,3.2854418683523345
P35,Regiao_3,Tecnico_3,1,Tipo_2,N_1,2400,G_1,Origem_5,0.042,2015-11-25 00:00:00.000,33300,2016-01-12,31720,13.0,13.875,48.091,93430,0.177,0.465,0.91,1.542,1.542,1.542,1.542,1.015015015,1.3843843843,1.6096096096,1.8438438438,1.8438438438,1.8438438438,1.8438438438,6507,30088,21008,83990,27518,169111,2450,2.9454602774274905,48,2015,11,25,2016,1,12,2.9454602774274905,5.078408408408408,0.014487525944497993,2.9034602774274907,0.9525525525525526,1.8438438438,3.1321195316482457
P35,Regiao_3,Tecnico_3,2,Tipo_2,N_1,2400,G_1,Origem_5,0.042,2015-11-25 00:00:00.000,33300,2016-01-12,31608,13.0,13.875,48.359,92990,0.176,0.468,0.905,1.53,1.53,1.53,1.53,1.1201201201,1.4744744744,1.6456456456,1.8318318318,1.8318318318,1.8318318318,1.8318318318,6509,29991,21088,83223,28105,168916,1960,2.941976714755758,48,2015,11,25,2016,1,12,2.941976714755758,5.072552552552553,0.011603400506760756,2.8999767147557582,0.9491891891891892,1.8318318318,3.1531906626916393
P63,Regiao_5,Tecnico_5,1,Tipo_1,N_1,2400,G_1,Origem_20,0.042,2015-11-25 00:00:00.000,29000,2016-01-14,27766,16.0,12.083,50.068,86350,0.2,0.51,0.98,1.45,2.05,2.68,2.68,0.4551724137,0.724137931,0.9034482758,1.0034482758,1.1344827586,1.6068965517,3.624137931,5806,26997,20062,83958,19222,156045,1830,3.109918605488727,50,2015,11,25,2016,1,14,3.109918605488727,5.380862068965517,0.011727386330866096,3.0679186054887273,0.9574482758620689,3.624137931,3.1195917695591886
P63,Regiao_5,Tecnico_5,2,Tipo_1,N_1,2400,G_1,Origem_20,0.042,2015-11-25 00:00:00.000,31000,2016-01-14,26094,16.0,12.917,50.296,81360,0.2,0.51,0.98,1.46,2.08,2.6,2.6,0.8548387096,1.129032258,1.2451612903,1.3419354838,1.493548387,2.1225806451,4.3258064516,6002,29042,21027,83949,30601,170621,5420,3.1179581512991494,50,2015,11,25,2016,1,14,3.1179581512991494,5.503903225806452,0.031766312470328975,3.0759581512991496,0.841741935483871,4.3258064516,3.0774712871474987
P127,Regiao_5,Tecnico_5,1,Tipo_4,N_1,1476,G_3,Origem_22,0.047,2015-11-26 00:00:00.000,15200,2016-01-15,14582,14.0,10.298,50.349,44150,0.18,0.47,0.87,1.5,1.9,2.48,2.48,0.6118421052,0.8157894736,0.9671052631,1.0986842105,1.2368421052,1.447368421,3.5131578947,3003,14039,10128,38935,12036,78141,5970,3.0277053902071045,50,2015,11,26,2016,1,15,3.0277053902071045,5.140855263157895,0.07640035320766307,2.9807053902071043,0.9593421052631579,3.5131578947,3.0944842434660798
P127,Regiao_5,Tecnico_5,2,Tipo_1,N_1,1500,G_3,Origem_22,0.045,2015-11-26 00:00:00.000,15500,2016-01-15,15064,14.0,10.333,50.669,45090,0.17,0.46,0.88,1.5,1.95,2.5,2.5,0.6580645161,0.8838709677,1.0451612903,1.2064516129,1.329032258,1.5612903225,2.4709677419,3001,14993,9010,39026,16849,82879,1160,2.9932288900690387,50,2015,11,26,2016,1,15,2.9932288900690387,5.347032258064516,0.013996307870510021,2.9482288900690388,0.9718709677419355,2.4709677419,3.1032348004969874
P148,Regiao_13,Tecnico_6,1,Tipo_2,N_1,2400,G_3,Origem_15,0.045,2015-11-26 00:00:00.000,32600,2016-01-16,31300,13.0,13.583,51.306,98300,0.19,0.49,0.9,1.5,2.15,3.0,3.0,0.4570552147,1.0092024539,1.2638036809,1.5276073619,1.7791411042,2.0306748466,3.4049079754,6481,30045,18029,92953,29964,177472,2993,3.1405750798722045,51,2015,11,26,2016,1,16,3.1405750798722045,5.443926380368098,0.016864632167327805,3.0955750798722046,0.9601226993865031,3.4049079754,3.236957909374461
P198,Regiao_5,Tecnico_5,1,Tipo_2,N_1,2448,G_3,Origem_22,0.045,2015-11-26 00:00:00.000,34000,2016-01-16,32240,14.0,13.889,50.948,106060,0.19,0.51,1.023,1.558,2.27,2.725,3.18,1.1882352941,1.8147058823,1.9647058823,2.0411764705,2.1323529411,2.8323529411,4.494117647,6811,30001,23107,81047,53342,194308,3670,3.2897022332506203,51,2015,11,26,2016,1,16,3.2897022332506203,5.714941176470588,0.018887539370483975,3.2447022332506203,0.9482352941176471,4.494117647,3.325823895323623
P241,Regiao_2,Tecnico_5,1,Tipo_2,N_3,1000,G_1,Origem_15,0.048,2015-11-26 00:00:00.000,13000,2016-01-15,12448,15.0,13.0,50.257,38600,0.145,0.42,0.82,1.5,2.2,2.7,3.3,0.6538461538,1.1384615384,1.6384615384,1.823076923,2.123076923,3.1923076923,4.1538461538,2505,11996,8995,30083,16011,69590,1950,3.1008997429305913,50,2015,11,26,2016,1,15,3.1008997429305913,5.353076923076923,0.028021267423480385,3.0528997429305913,0.9575384615384616,4.1538461538,3.1684588331808996
P241,Regiao_2,Tecnico_5,2,Tipo_2,N_3,1000,G_3,Origem_15,0.039,2015-11-26 00:00:00.000,13000,2016-01-15,12480,15.0,13.0,50.263,39600,0.15,0.45,0.93,1.5,2.2,2.88,3.32,0.4769230769,1.0461538461,1.6769230769,1.9692307692,2.2769230769,3.1538461538,3.9307692307,2518,12003,9012,33016,15500,72049,2500,3.173076923076923,50,2015,11,26,2016,1,15,3.173076923076923,5.542230769230769,0.03469860789185138,3.1340769230769228,0.96,3.9307692307,3.1414193638346237
P311,Regiao_2,Tecnico_7,5,Tipo_2,N_3,1800,G_1,Origem_3,0.042,2015-11-26 00:00:00.000,24465,2016-01-15,23318,15.0,13.592,50.408,71010,0.2,0.515,1.03,1.67,2.26,2.87,3.23,1.087267525,1.3325158389,1.5328019619,1.733088085,1.9578990394,2.4361332515,3.9117106069,4824,20999,15004,60072,29546,130445,4420,3.0452869028218545,50,2015,11,26,2016,1,15,3.0452869028218545,5.331902718168813,0.03388401241902718,3.0032869028218547,0.9531166973227059,3.9117106069,3.1139766439862764
P311,Regiao_2,Tecnico_7,6,Tipo_5,N_3,1800,G_1,Origem_4,0.042,2015-11-26 00:00:00.000,23100,2016-01-15,22070,16.0,12.833,50.515,67190,0.198,0.51,1.02,1.65,2.25,2.85,3.24,0.9783549783,1.4112554112,1.6536796536,1.8658008658,2.1645021645,2.7056277056,4.316017316,4511,21003,14993,60083,22874,123464,7265,3.044404168554599,50,2015,11,26,2016,1,15,3.044404168554599,5.344761904761905,0.0588430635650878,3.002404168554599,0.9554112554112554,4.316017316,3.145427276548678
P46,Regiao_5,Tecnico_5,1,Tipo_1,N_3,1572,G_1,Origem_4,0.042,2015-11-26 00:00:00.000,19215,2016-01-14,18124,14.0,12.223,49.5,58840,0.18,0.42,0.916,1.443,2.091,2.848,2.848,2.4199843871,2.7010148321,2.9820452771,3.2682799895,3.460837887,3.648191517,4.3195420244,3818,17989,11993,43054,26383,103237,340,3.246523946148753,49,2015,11,26,2016,1,14,3.246523946148753,5.372729638303409,0.0032933928727103654,3.204523946148753,0.9432214415820973,4.3195420244,3.1286110003392507
P219,Regiao_3,Tecnico_1,1,Tipo_2,N_1,1400,G_1,Origem_5,0.045,2015-11-27 00:00:00.000,18600,2016-01-14,17884,11.0,13.286,48.365,55460,0.174,0.392,0.875,1.37,2.005,2.63,2.63,0.7311827956,1.3870967741,1.6774193548,1.9139784946,2.252688172,2.3817204301,2.6612903225,3820,15061,12042,42086,29475,102484,880,3.1010959516886603,48,2015,11,27,2016,1,14,3.1010959516886603,5.5098924731182795,0.008586706217555912,3.0560959516886603,0.9615053763440861,2.6612903225,3.1495638217349966
P240,Regiao_9,Tecnico_5,1,Tipo_1,N_1,1339,G_1,Origem_5,0.042,2015-11-27 00:00:00.000,17800,2016-01-16,17237,15.0,13.294,50.203,52160,0.16,0.5,0.95,1.5,2.07,2.68,3.2,1.2303370786,1.4662921348,1.617977528,1.7752808988,2.0280898876,2.511235955,2.8988764044,3315,14992,12076,51059,12888,94330,2120,3.0260486163485525,50,2015,11,27,2016,1,16,3.0260486163485525,5.299438202247191,0.022474292377822537,2.9840486163485527,0.9683707865168539,2.8988764044,3.0827365190921485
P240,Regiao_9,Tecnico_5,2,Tipo_2,N_1,1320,G_1,Origem_5,0.038,2015-11-27 00:00:00.000,17500,2016-01-16,17064,15.0,13.258,50.573,51350,0.16,0.5,0.9,1.5,2.0,2.62,3.2,1.3257142857,1.5085714285,1.7428571428,1.9314285714,2.12,2.3257142857,2.5428571428,3297,15035,12024,48040,15002,93398,0,3.009259259259259,50,2015,11,27,2016,1,16,3.009259259259259,5.337028571428571,0.0,2.9712592592592593,0.9750857142857143,2.5428571428,3.095642990073688
P275,Regiao_5,Tecnico_5,2,Tipo_1,N_1,1500,G_1,Origem_5,0.044,2015-11-27 00:00:00.000,19600,2016-01-15,19140,16.0,13.067,49.166,58520,0.18,0.48,0.94,1.51,2.09,2.65,2.65,0.2397959183,0.4387755102,0.6275510204,0.8163265306,0.9489795918,1.1632653061,1.525510204,4017,17022,15042,49943,17960,103984,2030,3.057471264367816,49,2015,11,27,2016,1,15,3.057471264367816,5.30530612244898,0.019522234189875365,3.013471264367816,0.976530612244898,1.525510204,3.06736320801131
P308,Regiao_3,Tecnico_1,1,Tipo_1,N_1,2400,G_1,Origem_5,0.043,2015-11-27 00:00:00.000,31000,2016-01-16,29480,14.0,12.917,50.534,96730,0.196,0.455,0.916,1.47,2.085,2.7,2.7,0.7516129032,1.1064516129,1.3064516129,1.6903225806,2.0967741935,2.7387096774,4.264516129,6328,29008,21063,75100,46753,178252,1130,3.2812075983717777,50,2015,11,27,2016,1,16,3.2812075983717777,5.750064516129032,0.006339339811054013,3.2382075983717775,0.9509677419354838,4.264516129,3.24303926900304
P5,Regiao_3,Tecnico_1,1,Tipo_1,N_3,2400,G_1,Origem_15,0.05,2015-11-27 00:00:00.000,32200,2016-01-16,30615,11.0,13.417,50.75,96650,0.185,0.45,0.92,1.525,2.1,2.65,2.65,1.4068322981,1.6086956521,1.9813664596,2.2763975155,2.801242236,3.7919254658,5.2826086956,5987,29922,21013,78126,41557,176605,4190,3.156949207904622,50,2015,11,27,2016,1,16,3.156949207904622,5.484627329192547,0.023725262591659354,3.106949207904622,0.950776397515528,5.2826086956,3.2298087238022557
P93,Regiao_9,Tecnico_5,3,Tipo_1,N_1,2062,G_1,Origem_15,0.048,2015-11-27 00:00:00.000,29200,2016-01-15,29052,14.0,14.161,48.986,83430,0.17,0.39,0.9,1.5,2.1,2.66,2.66,1.0273972602,1.2328767123,1.4006849315,1.4794520547,1.5924657534,1.7123287671,2.0342465753,5509,28019,19074,83995,8731,145328,6290,2.8717472118959106,49,2015,11,27,2016,1,15,2.8717472118959106,4.976986301369863,0.04328140482219531,2.8237472118959106,0.9949315068493151,2.0342465753,3.11056131141399
P14,Regiao_6,Tecnico_6,2,Tipo_2,N_3,2400,G_1,Origem_5,0.046,2015-11-27 17:49:55.200,32500,2016-01-16,31640,,13.542,49.257,103740,0.22,0.53,1.025,1.68,2.26,2.83,2.83,0.2861538461,0.7784615384,1.1169230769,1.3384615384,1.523076923,1.7476923076,2.2184615384,6520,30001,20989,87050,34893,179453,4210,3.2787610619469025,49,2015,11,27,2016,1,16,3.2787610619469025,5.521630769230769,0.02346018177461508,3.2327610619469027,0.9735384615384616,2.2184615384,3.2325303005274644
